idtwitter,subj,pos,neg,iro,top,TEXT
3.93E+17,1,0,1,0,0,‘sono lo stesso errore di sempre. sono stesso fallimento di sempre. è solo e soltanto colpa mia. riuscirò a levarmi questa condanna’.
1.36E+17,1,0,1,1,1,“@accentosvedese: comunque tra poco Mario Monti ci farà un culo come una capanna. Mario Capanna Monti” (magari)
1.57E+17,1,0,1,1,1,“@Camelotdestra: Ora i finiani sono meno entusiasti del governo Monti @italiaoggi”Loro perdono spesso entusiasmo per i governi
1.46E+17,1,0,1,1,1,"“@claudiocerasa: ""Questo non é un governo di destra"". Pier Luigi Bersani sul governo Monti, sul Corriere di oggi”. NO COMMENT!"
1.48E+17,1,0,1,1,1,“@claudiocerasa: Sbaglio o alla fine il politico che più ha perso appeal in questo primo mese di governo Monti si chiama Fini?” Fini chi?!?
1.93E+17,1,0,1,0,1,“@DanieleKeshk “@LucaToluBLOG #Grillo non è la soluzione ai problemi dell'Italia: #Grillo è un sintomo dei problemi dell'Italia.””
1.48E+17,1,0,1,0,1,"“@federicataddei “@Anzolini ""Il governo Monti ci ha restituito la Lega nella sua oscena verità"". Francesco Merlo, Repubblica.””"
1.59E+17,1,0,1,1,1,"“@gparagone: Perché Patroni Griffi è ancora nel governo #Monti?” [a sua insaputa, I presume]"
1.55E+17,1,0,1,1,1,“@Iabicus: È evidente che Calderoli gestisce il personal branding di Mario Monti.”
1.43E+17,1,0,1,0,1,“@klubbo: E' più facile aumentare le tasse che combattere l'evasione fiscale #governo #Monti” . vero purtroppo.
1.93E+17,1,0,1,0,1,“@MarcoFiore84: Beppe #Grillo ed il #M5S stanno alla #democrazia come #Monti alla #Sinistra.” ahahah bella questa..ma cosa intendi per demo?
1.40E+17,1,0,1,1,1,"“@Microsatira: Mario Monti e Sara Tommasi sono usciti entrambi dalla Bocconi. Lui a testa alta, lei a 90 !!!"""
1.42E+17,1,0,1,1,1,“@notapolitica: Stucchi: Il governo Monti è già alla frutta http://fb.me/124h6P7xf ” Le parole di chi alla frutta c'è stato x 3 anni
1.48E+17,1,0,1,1,1,"“@On_Scilipoti: non voto,non riconosco il governo Monti”Chi l'ha detto?Scilipoti. Chi????"
1.65E+17,1,0,1,1,1,“@PaoloCond: L'unica per uscirne: Mario Monti commissario alla Lega Calcio”. Bravo Paolo
3.93E+17,1,0,1,1,0,“@pottervato: se ci fosse demi direbbe che sono un mashup tra i jonas e gli one direction uscito male. #xf7” È VERO AHAHAHA CREPO AHAHAHAHHA
1.35E+17,1,0,1,1,1,"“@Rainews24: Pausa in albergo per il senatore a vita, Mario Monti, dopo la colazione di lavoro con Berlusconi. PRANZO PESANTE #finecorsa"
1.35E+17,1,0,1,1,1,"“@Raquel75: Il governo #Monti ci fara' piangere."" Prima ridevamo solo...decidiamoci"
1.43E+17,1,0,1,1,1,“@SerenellaM: Giarda è il Wolf del governo #Monti: corregge gli errori”il ministro orecchione e occhialone
1.47E+17,1,0,1,0,1,“@SpiderTruman: Il governo Monti delega Camera e Senato a decidere sul taglio degli stipendi parlamentari: l'ennesima presa .z
1.93E+17,1,0,1,0,1,“@Taniuzzacalabra: Spieghiamo a #Grillo che la politica non è un teatro...e non si fa spettacolo... #piazzapulita” grazie ai ns politici
1.40E+17,1,0,1,1,1,“Bossi: «Il governo Monti fa schifo». Un giudizio tecnico.”
1.65E+17,1,0,1,1,1,"“È bello cambiare lavoro” ha detto Mario Monti, 68 anni, pornodivo !! @spinozait"
1.43E+17,1,0,1,0,1,"“Il Governo Monti, una squadra di vecchi e maschilista” http://shar.es/oJ4Gj  parole sante!"
1.65E+17,1,0,1,0,1,"“Il posto fisso? Che monotonia”, l’intervento di Mario Monti – video | Diritto di critica http://fb.me/BkHFBzZf "
3.93E+17,1,0,1,0,0,"«Bulimia di parole, anoressia di pensiero» (M.Veladiano, ""Ma come tu resisti,vita"")"
1.61E+17,1,0,1,0,1,«Il governo di Mario Monti è un governo infame - ha detto Bossi dal palco di piazza del Duomo - Monti fuori dai coglioni».
1.65E+17,1,0,1,0,1,11 FEBBRAIO: DICIAMO NO AL MODELLO MARCHIONNE E AL GOVERNO MONTI-NAPOLITANO! http://www.sinistracritica.org/content/11-febbraio-diciamo-no-al-modello-marchionne-e-al-governo-monti-napolitano …
1.88E+17,1,0,1,0,0,"11.Cos'è la prima cosa che pensi quando ti svegli la mattina? 'cazzo, devo andare a scuola!'"
3.93E+17,1,0,1,0,0,"15 miliardi ci costano gli amministratori delle società partecipate, tagliamo qui piuttosto che pensare ai 14 euro in più in busta paga."
1.45E+17,1,0,1,0,1,17 dicembre. No al debito e al governo Monti. http://tinyurl.com/buyndnb 
1.43E+17,1,0,1,0,1,17 giorni per farci pagare i buffi di chi si è divertito negli ultimi 17 anni #governo #monti
3.92E+17,1,0,1,0,0,2) a primo impatto ci stavamo tremendente sul cazzo #50cosesullamiamiglioreamica
1.37E+17,1,0,1,1,1,281 senatori a favore del governo tecnico. Mario Monti è pronto ad instaurare il Reich.
1.37E+17,1,0,1,0,1,4 chiacchiere con me!: Se il più sano ha la rogna.. http://aspiranteme.blogspot.com/2011/11/se-il-piu-sano-ha-la-rogna.html?spref=tw … #oramonti #governo monti #ministri
1.58E+17,1,0,1,1,1,45. cosa pensi del governo Monti? Possiamo non parlarne!?
1.92E+17,1,0,1,1,1,A #Grillo che propone di uscire dall’Euro consiglio di entrare alla Neuro
1.93E+17,1,0,1,0,1,a #Grillo torna a fare quello che ai sempre fato il comico quello ti riesce bene
1.35E+17,1,0,1,0,1,"A #Paniz non entusiasma il governo #Monti, e non è d'accordo con un #governotecnico. Ma prende atto."
3.92E+17,1,0,1,1,0,A certi tweet andrebbero allegate le lamette
1.93E+17,1,0,1,0,1,"A chiunque critichi #Grillo o il #M5S usando scuse tendenti al ridicolo dico: complimenti, meritate #PD, #PDL e tutti gli altri scalzacani!"
1.36E+17,1,0,1,1,1,"A commentare il nuovo governo Monti c'è "" Casini"". Non è rassicurante."
1.44E+17,1,0,1,1,1,A Mario #Monti va riconosciuto un record: è riuscito a farsi odiare in pochi giorni almeno quanto il suo predecessore!
1.36E+17,1,0,1,1,1,A Matteo Renzi piace Mario Monti e viceversa. [nel caso voleste infangare il loro nome con una sola frase]
1.36E+17,1,0,1,0,1,"A me sembra che il Pdl stia facendo di tutto per abortire il governo #monti ma senza darlo a vedere, con la solita ipocrisia. #oramonti"
1.96E+17,1,0,1,0,1,"A mio avviso giornalisti e politici sbagliano a parlare di #Grillo solo come populista e demagogo, rischiano solo di fare il suo gioco. #m5s"
1.87E+17,1,0,1,1,0,a REPORT la MAGA di Craxi e Berlusconi... pensavamo di sapere tutto... e di aver visto tutto...
1.58E+17,1,0,1,1,1,"A rischio il governo Monti, con la #concordia si va a fondo #giglio"
3.97E+17,1,0,1,0,0,A volte vorrei spegnermi e non pensare più a niente e a nessuno
1.93E+17,1,0,1,1,1,"Aaah che bello, dopo la pubblicità intervista esclusiva a Beppe #Grillo su #Gulliver. Un piacere cambiare canale!"
3.92E+17,1,0,1,1,0,"Abbassare le aspettative da principe azzurro a ""poco nuvoloso""."
1.43E+17,1,0,1,1,1,Abbiamo fatto un enorme sforzo per far sì che non si escludano sempre i soliti noti. [cit. Mario Monti] eeeee che sforzo!
3.96E+17,1,0,1,0,0,Abbiano il coraggio del voto palese quando chiedono che Berlusconi resti senatore nonostante la condanna definitiva
1.45E+17,1,0,1,0,1,"Addirittura la società di rating cinese #Dagong ha declassato l'Italia a""BBB"". Il motivo? Il Governo #Monti è ad interim."
1.62E+17,1,0,1,0,1,Adesso mi tocca sentire che il blocco dei #TIR è un complotto contro il governo #monti. Che faccia tosta! #italiablocatta
1.37E+17,1,0,1,1,1,Ah comunque pare che il governo monti ci costi più del precedente governo di peracottari. namo bene.
1.65E+17,1,0,1,0,1,"Ahò, ah stefano, ogni tanto ti prendi delle cantonate. #Fassina: ""Mario Monti ha usato un linguaggio offensivo, violento ed estremista"""
1.62E+17,1,0,1,0,1,"Al ""governo"" Monti solo figli di papà e ... incompetenti cresciuti in gabbie dorate."
1.55E+17,1,0,1,0,1,Al di là del giudizio sul Governo Monti questi della Lega sono veramente senza vergogna dopo aver governato per... http://fb.me/1BI40IHX0 
1.65E+17,1,0,1,1,1,"Al PROFESSOR Monti un latinismo mattutino: ""son tutti finocchi col c... degli altri"" (cit.)"
1.61E+17,1,0,1,1,1,al prossimo Cdm il governo #Monti proporrà l'abolizione del valore legale del titolo di studio..continuiamo a dire che è un gran bel governo
1.54E+17,1,0,1,0,1,"Alessandra Mussolini: “Il governo Monti tragedia dell’Italia, sfiduciamolo”: #alessandro mussolini #mario monti ... http://bit.ly/uXy8uF "
1.38E+17,1,0,1,0,1,"Alfano parla di ""peccato originale"" del governo Monti non eletto"
1.93E+17,1,0,1,1,0,"Alfano: ""Dopo le amministrative arriverà la più grande novità della politica italiana"". Ah, ve ne andate e sparite per sempre?"
1.44E+17,1,0,1,0,1,Alla Direzione Cittadina PD Chieti si discute della manovra del Governo Monti: molti gli incazzati !
1.46E+17,1,0,1,1,1,Alla faccia di Mario Monti!
1.50E+17,1,0,1,1,1,"ALLARME ITALIA: tagli alle pensioni e nuove tasse, governo Monti: milioni di rotture (di coglioni)"
1.57E+17,1,0,1,0,1,Alle antipatie non si comanda e Mario Monti è antipatico. La prima ragione non lo riguarda nemmeno personalmente.... http://fb.me/12hEEnw0Z 
3.96E+17,1,0,1,1,0,alle medie ero strafatta di acidinon c'è altra spiegazione
1.92E+17,1,0,1,0,1,Alle prossime elezioni andranno tutti a votare #Grillo ... Tanto ormai non ci resta che ridere per non piangere #politica
1.65E+17,1,0,1,1,1,"altro che 140 caratteri, mi ci vorrebbe il rotolo di carta igienica #Foxy per dire giusto due cosette a nonno Mario #Monti #monotonia"
3.95E+17,1,0,1,1,0,Amo economia #ironia #fuck
1.92E+17,1,0,1,0,1,"Analisti, sondaggisti, giornalisti con #Grillo date il meglio e il peggio di voi... Tutti a casa! Siete inutili e dannosi! @beppe_grillo"
1.96E+17,1,0,1,0,1,"Anche #Grillo nel partito #antieuro. Vecchia campagna reazionaria, resta tale anche con la crisi"
1.93E+17,1,0,1,0,1,"anche a me l'audio di #Grillo da fastidio, ma a darmi ancora più fastidio sono i giornalisti come #Gomez che gli leccano il culo...."
1.94E+17,1,0,1,0,1,anche come comico #Grillo può lustrare le scarpe a #Berlusconi. Più la si sente più quella del burlesque fa ridere a crepapelle.
1.57E+17,1,0,1,0,1,Anche i duri e puri del governo #monti hanno i loro peccati. Non sarà ora di fare un cambio generazionale in politica?
1.62E+17,1,0,1,0,1,ANCHE IL SOLE STA' INCAZZATO COL GOVERNO MONTI....!!!!!!!!!!!!!!!!!!!!!!! http://fb.me/1bOKPtoic 
1.96E+17,1,0,1,1,0,Anche il tg la7 ha dato la notizia dell'incidente di Belen e Stefano.Bisogna imparare da Belen (?)..come riesce a far parlare di lei nessuno
1.55E+17,1,0,1,1,1,Anche Mario #Monti è fotogenico. Solo io vengo una merda sulle foto?
3.96E+17,1,0,1,0,0,Ancora Giannino invitato come opinion-leader e presentato come modello? #lagabbia
1.93E+17,1,0,1,0,1,Antipolitica i 5 Stelle? Ridicolo! | Fabio Balocco | Il Fatto Quotidiano http://www.ilfattoquotidiano.it/2012/04/20/antipolitica-stelle-ridicolo/205679/ … via @fattoquotidiano #Grillo #M5S
1.35E+17,1,0,1,0,1,"Antonione interrotto dai cori: ""traditore"". Brutto spettacolo per il nascente governo Monti. Cari deputati, più stile. Il mondo ci guarda."
1.47E+17,1,0,1,0,1,Appena arrivati a Milano. Fra poco partenza verso Strasburgo per la manifestazione contro il governo Monti e l'Europa dei banchieri.
1.35E+17,1,0,1,1,1,applauso freddissimo al Senato per Mario Monti. Ottimo.
1.94E+17,1,0,1,0,1,"Ascoltando discorsi sul treno: ""io a #Grillo il voto glielo davo prima e glielo darei anche se non conosco le sue idee"" PANICO. #perplesso"
3.92E+17,1,0,1,0,0,Assurdo che un padre non riconosca il proprio Figlio #Maradona...-
1.45E+17,1,0,1,0,1,"Attacchi al Governo Monti , Mancini(Pd): Pdl e Udc prendano distanze da Storacehttp://www.lungotevere.org/index.php/component/content/article/87-notizie-flash/15961-attacchi-al-governo-monti-mancinipd-pdl-e-udc-prendano-distanze-da-storace …"
1.93E+17,1,0,1,0,1,attenzione xché se #Grillo è furbo e attenua un po' giustizialismo x cavalcare questione fiscale sono dolori per tutti #bluffitalia
1.65E+17,1,0,1,0,1,ATTENZIONE! ATTENZIONE! MARIO MONTI E’ UN MASSONE! http://fb.me/1rMG7bPH4 
1.94E+17,1,0,1,0,0,attenzione...perchè la storia ci insegna che dopo una depressione...si rinforza l'estremismo e si arriva alla violenza...
1.36E+17,1,0,1,1,1,"Avete letto la lista dei 12 probabili Ministri del Governo Monti? Tutti sti dotti laureati, manco una che s'intende di pompini #stranezze"
1.41E+17,1,0,1,1,1,"Avvincente la nomina dei sottosegretari del governo Monti. Che tanto mica abbiamo problemi più seri...noooo, noooooo..."
1.44E+17,1,0,1,1,1,Avviso ai naviganti del Pdl e del Pd: il governo Monti è la loro zattera. Sono naufraghi è bene che se lo ricordino.
3.95E+17,1,0,1,0,0,B A S T A devo finire di studiare
1.37E+17,1,0,1,0,1,"B.: Il governo Monti è una «sospensione certamente negativa della democrazia». Non scherziamo, poi la gente ci crede. - http://bit.ly/ssxV77 "
1.46E+17,1,0,1,1,1,"Ballo Musica Arte Sport e Arredo: Manovra finanziaria ""Governo Monti"" …http://amorefamigliaarteballonatura.blogspot.com/2011/12/manovra-finanziaria-governo-monti.html?spref=tw …"
1.45E+17,1,0,1,1,1,"Ballo Musica Arte Sport e Arredo: Manovra finanziaria ""Governo Monti"" …http://amorefamigliaarteballonatura.blogspot.com/2011/12/manovra-finanziaria-governo-monti.html?spref=tw …"
1.37E+17,1,0,1,0,1,Banchieri e membri della Trilateral nel governo Monti...Aiuto! Largo ai complottisti!
1.44E+17,1,0,1,0,1,"Bardoscia, Maritato (http://Assotutela.net ): Governo Monti? Di male in peggiohttp://www.lungotevere.org/index.php/associazioni/altre-associazioni/15899-bardoscia-assotutelanet-governo-monti-di-male-in-peggio …"
1.35E+17,1,0,1,0,1,"Basta con le puttanate di Di Pietro, Bersani destra e sinistra! Governo Monti e tecnico sempre! politici imbelli e mangioni per i loro amici"
1.94E+17,1,0,1,1,0,"Beh certo, tenere il cellulare al bar in tasca vicino alle parti intime ci salverà tutti dal tumore. Udine cell free http://bit.ly/I4xDWb "
3.93E+17,1,0,1,1,0,Bella quella sconfitta con il Real
1.93E+17,1,0,1,0,1,"Bene a #Napoli splende il sole.Peccato solo che la giornata inizia con la casa di #Calderoli,la gaffe della #Fornero e le urla di #Grillo :)"
1.54E+17,1,0,1,1,1,"Bene, ecco che il governo Monti ci mette anche la tassa sulla botta di culo http://goo.gl/iQKHv "
1.92E+17,1,0,1,0,1,"Beppe #Grillo in Parlamento no....faccio tutto, accetto tutto....ma quello proprio no!!! #Aiuto!"
1.60E+17,1,0,1,0,1,Beppe Grillo critico sul Governo Monti - Agorà 19/01/2012: http://youtu.be/CNzE0RwdUJU  via @youtube
1.60E+17,1,0,1,0,1,Beppe Grillo critico sul Governo Monti http://youtu.be/CNzE0RwdUJU  ...non vedo l'ora di scegliere il mio primo fucile...grrrr
1.35E+17,1,0,1,0,1,"Beppe Grillo: ""Governo Monti? Ricorda quello di Badoglio"": ROMA – ''Il Cavalier Silvio Berlusconi è stato ricevu... http://bit.ly/u8REQZ "
1.35E+17,1,0,1,1,1,"Berlusconi dice sì al governo Monti. Del resto, è un'ammucchiata. #fb"
1.37E+17,1,0,1,0,1,"Berlusconi torna all'attacco: il governo Monti è una sospensione della democrazia, durerà quanto vogliamo noi - Il Sole 24 ORE- Da brividi.."
1.37E+17,1,0,1,0,1,Bersani leader de che? La formazione del governo #Monti vede il Pd ancora sotto scacco della Sel e Idv...
1.58E+17,1,0,1,1,1,Bisogna dirlo: questi del vatic_ano sono davvero in gamba. Salutano con gioia il governo monti perché E' IL LORO... http://fb.me/1zSOvZvV4 
3.95E+17,1,0,1,0,0,Bleeeeeeeeeh
1.91E+17,1,0,1,0,0,"Bolan e Sabo hanno comprati i diritti per il nome Skid Row senza dirlo al resto della band,anche se avevano pagato tutti e 5. Ahaha stronzi"
1.49E+17,1,0,1,0,1,Bonanni avrebbe anche ragione a criticare il governo Monti. Ma perchè non ha mai criticato il governo Berlusconi?Non ci si può fidare di lui
1.40E+17,1,0,1,0,1,"Bossi: ""il governo Monti?Fa schifo""(da che pulpito). Ancora la situazione è come prima...bisogna dare tempo per cambiare l'eredità lasciata"
1.48E+17,1,0,1,0,1,Bossi: «Il governo Monti? Non arriverà al 2013»: E Maroni: «Se il Pdl non cambia andremo da soli alle amministra... http://bit.ly/rML8U1 
1.36E+17,1,0,1,1,1,"Botta di ottimismo a #lInfedele: Governo Monti, o la va o la spacca."
3.93E+17,1,0,1,0,0,Brissogne:multa per i cani che sporcano per strada! ma solo i cani? quando passano delle mucche fanno peggio e nessuno pulisce in #vda !
1.38E+17,1,0,1,0,1,Brunetta accusa di conflitto di interessi il governo Monti: «Ci sono i conflitti di interesse e li dimostreremo uno per uno» #brunetta
1.42E+17,1,0,1,1,1,"Brunetta sostiene di tornare a fare l'economista, Mario Monti terrorizzato progetta di mollare tutto ed aprire un negozio di pescheria"
3.95E+17,1,0,1,1,0,Bruno Giordano nuovo allenatore dell'Ascoli. Finalmente riuscirà nell'impresa di non retrocedere pur arrivando ultimo #LegaPro
1.37E+17,1,0,1,0,1,BRUNO RIPEPI: MARIO MONTI HA ABOLITO IL MINISTERO DELLA GIOVENTU'...NON HO PAROLE.
1.53E+17,1,0,1,1,1,"Bunga bunga, vasellina, giù le braghe, Mario Monti. #1anno1twit"
1.62E+17,1,0,1,0,1,"Buon giorno mondo, mi sa che leggendo qua e là il Governo #Monti ha vita breve #sapevatelo"
1.37E+17,1,0,1,1,1,Buon lavoro al Governo Monti. C'è da dire che il Ministro Passera rappresenta la continuità con il precedente governo (battutoneeeee)
1.35E+17,1,0,1,1,1,"Calderoli: ""Governo Monti? Banda Bassotti""..infatti loro erano quelli della Magliana.. #FullMonti #fuoritutti #piazzapulita"
1.37E+17,1,0,1,0,1,"Calderoli: in governo #Monti c'è eccessiva presenza banche, è governo di ""larga Intesa"""
1.47E+17,1,0,1,0,1,Cambiano gli attori (sono più sobri) ma il copione è lo stesso. Il #governo #Monti farà passare agli italiani la voglia di #Europa
1.47E+17,1,0,1,0,1,Cambiare tutto per non cambiare niente sembra essere la linea politica adottata dal governo #Monti #liberalizzazionitaxi #stipendipolitici
1.93E+17,1,0,1,0,1,"capire smargiassi su #repubblica è un'impresa, per tutto il resto c'è l'ideologia ""oracolare"" di #Grillo http://rassegna.camera.it/chiosco_new/pagweb/immagineFrame.asp?comeFrom=rassegna&currentArticle=1DTB1Z …"
1.93E+17,1,0,1,0,1,"Caro #Dalema, l'unico film che abbiamo già visto è quello che sancisce che sei un #cretino... anche senza #Grillo http://www.youtube.com/watch?v=3l-9fq7_X7o&feature=youtu.be …"
1.61E+17,1,0,1,0,1,Caro #Governo #Monti bisogna dare più stabilità ai #precari e non più #precarietà ai #lavoratori stabili
1.92E+17,1,0,1,0,1,caro #Grillo se davvero vuoi fare qualcosa smetti di blaterare alla stampa o in tv e scendi in campo seriamente.
1.96E+17,1,0,1,0,1,"Caro #Grillo, io non sono prezzolato. Noi rispettiamo il M5S, inizi anche #Grillo a rispettare chi fa questo mestiere. @andreavianel"
1.65E+17,1,0,1,1,1,"Caro mario #monti, bella battuta questa del #postofisso fa ridere AL CAZZO!"
1.65E+17,1,0,1,1,1,"Caro Mario Monti conta fino a 10 per parlare,sennò succede che dici tante cazzate come è successo ieri sera a matrix"
1.46E+17,1,0,1,0,1,"Caro Mario Monti, per quale motivo chiedi sacrifici agli italiani e non alle Province, ai deputati, senatori...tutti sanno tassare...."
1.65E+17,1,0,1,1,1,"Caro Mario Monti, viva la #monotonia del #postofisso (Simone, 20 anni, disoccupato)"
1.65E+17,1,0,1,0,1,"Caro Mario Monti,é con monotonia che ti mando a cagare"
1.44E+17,1,0,1,1,1,"CARO MARIO MONTI,VAI DA VESPA A FIRMARE ANCHE TU'?"
1.40E+17,1,0,1,0,1,"CasaPound, protesta contro il governo Monti - La Nazione - Firenze: http://www.lanazione.it/firenze/cronaca/2011/11/24/625836-casapound_protesta_contro_governo_monti.shtml#.Ts7gnxFr7lE.twitter … via @AddThis"
1.41E+17,1,0,1,1,1,"Casini esulta perché il governo Monti avrebbe contribuito ad ""accantonare"" la famosa foto di Vasto. Accantonata, sì sì. Come no."
1.44E+17,1,0,1,1,1,"Casini, scusi, ma Gianluigi Magri, sottosegretario del governo Monti, divenne senatore Udc per opera dello spirito santo? ^fb"
1.93E+17,1,0,1,1,1,"cavoli, se #Grillo può fare oggi tutto ciò, negli anni '50 Totò avrebbe conquistato il mondo. Alla faccia dei critici!"
3.97E+17,1,0,1,0,0,cazzo che mal di testa. sento le pulsazioni del cuore sulle tempie..
3.92E+17,1,0,1,0,0,"C'è mio papà che sta urlando come un dannato per la partita, sono qua di fianco a lui, mi sta stordendo"
1.47E+17,1,0,1,1,1,"c'é solo una cosa peggiore degli stipendi d'oro della politica; i servizi del #tg5 indignato, come se ci fossero solo col governo #monti."
1.54E+17,1,0,1,0,1,"Cecchi, governo Monti ostaggio dei poteri forti http://www.marino24ore.it/index.php?option=com_content&view=article&id=183:cecchi-prova&catid=58:stefano-cecchi&Itemid=187 …"
1.43E+17,1,0,1,1,1,C'era bisogno del #governo #Monti e dei bocconiani? Bastavano quelli che c'erano prima. Al massimo i vampiri di #Twilight
1.46E+17,1,0,1,0,1,"cerco di tener dritta rotta di senso pratico di sacrifici ma governo Monti a sua insaputa mi convice che è kazzata, ja http://www.dagospia.com/rubrica-4/business/ici-ma-che-dici-anche-i-tecnici-inciampano-sulla-casa-il-ministro-della-finzione-33133.htm …"
3.93E+17,1,0,1,0,0,Certa gente è lo spot vivente della sfiga... #Buongiorno
1.87E+17,1,0,1,0,0,"certe gente è esagerata,una che fa 'sono depressa perchè non mi ami' amore mio la depressione non sono ste gran cazzate."
1.55E+17,1,0,1,1,1,Certo che il professor Monti poteva dare una mano alla moglie in cucina... E che c... #cotechinoelenticchie
1.95E+17,1,0,1,0,1,"certo che non è bello vedere come #Grillo ha reagito alla Iena, nemmeno fosse Bono Vox... #m5s @beppe_grillo"
1.42E+17,1,0,1,1,1,"certo che se #Fini e Schifani avessero colpito i vitalizi prima della caduta di B., col piffero che nasceva il Governo #Monti. :)"
1.93E+17,1,0,1,0,1,Certo che se uno deve sparare cazzate per farsi ascoltare non sta messo molto bene. #Grillo su #Norimberga
3.93E+17,1,0,1,0,0,"Champions Juve, la moviola: inventata l'espulsione di Chiellini http://ift.tt/1d0Jw0s "
1.92E+17,1,0,1,0,1,Che #Grillo aumenti i suoi potenziali elettori è la dimostrazione che il qualunquismo di pancia cresce.L'Italia senza storia non avrà futuro
1.49E+17,1,0,1,0,1,Che bisogno c'era che il governo #monti recuperasse il peggio dell'ideologia del governo precedente?
3.92E+17,1,0,1,0,0,Che domenica pallosa..
1.92E+17,1,0,1,0,0,Che ignorantità! #dachepulpito *fatto realmente accaduto*
1.65E+17,1,0,1,0,1,"Che monotonia un posto fisso tutta la vita!!! ... lo dice Mario #Monti , senatore a vita!!! Da che pulpito ..."
1.34E+17,1,0,1,0,1,"Che nel governo Monti l'Economia vada indifferentemente a Siniscalco, Bini smaghi o Saccomanni e' demenziale. #fullmonti #stamoagioca'"
3.93E+17,1,0,1,0,0,Che palle twitter con 'sto #XF7
3.93E+17,1,0,1,0,0,Che poi a me non da fastidio in se che parlino dei one direction. Ma che prima gli buttano merda e poi li invitano sfruttando la loro fama
3.97E+17,1,0,1,0,0,'che poi alla fine le cose me le tengo dentro per non rompere il cazzo agli altri'
1.93E+17,1,0,1,1,1,"Che poi, a guardare bene, l'unica differenza è che #Grillo è delNord, e #Cettolaqualunque del sud. Suv compresi."
3.92E+17,1,0,1,0,0,che schifo le castagne
1.96E+17,1,0,1,0,1,Che tristezza #Santoro.Una settimana fa #Grillo rispondeva a #Ruotolo e andava bene. Oggi è uguale agli altri perché ha evitato Bertazzoni?
1.61E+17,1,0,1,1,1,Chi dice che il governo Monti è una primavera ha un'idea approssimativa delle stagioni #assembleasel
3.97E+17,1,0,1,0,0,Chi mi fa un po' di compagnia a quest'ora? Mi sento sola.
1.37E+17,1,0,1,0,1,"Chi parla di #democrazia ""sospesa"" è un un analfabeta della #Costituzione. #governo #Monti"
1.62E+17,1,0,1,0,1,Chi si laurea dopo i 28 anni è uno sfigato parola del viceministro Martone: #governo #monti http://www.crazyideas.it/notizie/notizie/cronaca/2626-qchi-si-laurea-dopo-i-28-anni-e-uno-sfigatoq-parola-del-viceministro-martone.html#.Tx6m44hSEOQ.twitter … via @AddThis
1.34E+17,1,0,1,1,1,Chi vuole Mario #Monti twitti: #FullMonti !
1.94E+17,1,0,1,0,1,"chierichietto stuprato dal parroco non è divertente, anche quando #Grillo lo dice a proposito di #Formigoni. #leparolecontano"
1.38E+17,1,0,1,0,1,chiuso @palazzochigi un pessimo precedente per l'esercizio di ironia e critica sul governo #Monti
1.47E+17,1,0,1,0,1,Ci battiamo non solo per #equità dei #sacrifici in #manovra ma anche per la loro utilità. Su entrambi #governo #Monti in pesante #deficit.
1.93E+17,1,0,1,0,1,ci hanno messo in mutande..ridicolizzati in tutto il mondo.vietano ai poveri di curarsi. la gente cosa fà? critica #Grillo povera italia
1.95E+17,1,0,1,0,1,"Ci si concentra su #Grillo e non su tutto il consenso che guadagna, sintomatico di un popolo che vuole risposte da una politica che non c'è"
1.93E+17,1,0,1,0,1,Ci sono davvero tante (troppe) similitudini tra il M5S di #Grillo e il PDL - Forza Italia di #Berlusconi
1.96E+17,1,0,1,0,0,"ciao, sono ancora io carlottina e ti dico che mi fai sempre più pena, w 1D! (@inlovewithoran live on http://twitcam.livestream.com/9po2f )"
1.58E+17,1,0,1,1,1,"Ciarrapico: ""il problema del governo Monti? Che so' troppo brutti""(Esilarante intervista di Malcom Pagani su Il Fatto) http://tinyurl.com/7vw4bfw "
3.96E+17,1,0,1,0,0,Citazioni pt. 426Voglio solo essere di nuovo felice. pic.twitter.com/KdzaRzWUQr
3.97E+17,1,0,1,0,0,Citazioni pt. 608Sto davvero cercando di ridere per nascondere le lacrime. pic.twitter.com/CWUQgfA1ak
1.34E+17,1,0,1,1,1,"cmq Mario Monti è come Carlo d'Inghilterra. poverino, non sarà mai re. #trcentootto"
1.59E+17,1,0,1,0,1,Cmq Mr Mario Monti non e' la soluzione del problema ma parte di esso!
1.37E+17,1,0,1,0,1,colpo di scena nel nuovo Governo #Monti. Più che colpo di scena mi sa che sarà il solito inciucio... #facimmeimpresse
3.97E+17,1,0,1,0,0,"Come giocare a sprazzi un campionato...Balotelli dopo 2 partite giocate, salta la prossima..."
1.52E+17,1,0,1,0,1,Come mai da quando abbiamo il #governo #monti le bombe vanno tutte dritte ad #equitalia?
1.93E+17,1,0,1,0,1,Come mi sto tirando la guardia di finanza a casa di #Grillo in questi giorni mai!vediamo se la smette di fare la verginella!
3.95E+17,1,0,1,0,0,Come Thöni schivo le ansie del mattino e scio su un'unica domanda velenosa: perché #AdrianoOlivetti non l'hanno fatto fare a Beppe Fiorello?
1.36E+17,1,0,1,0,1,"Comincio a dubitare del governo #Monti, la vecchia maggioranza ha fallito senza prendersi responsabilità e ora il parlamento è un asilo"
1.93E+17,1,0,1,0,1,"Comizi, interventi registrati, post sul suo blog e videomessaggi. Ma fare una domanda a #Grillo è possibile o ci accontentiamo del monologo?"
